domain,subject_area,question
Professional/Other (Complex),professional_law,"A woman was the owner of a farm in fee simple. Thewoman left the farm in 1986 to move to the city. Aman took possession of the land in 1987 as an adversepossessor and remained on the land from 1987 to 1997;he then left the property to care for his sick mother forone year, returning the following year, 1999. The man's nephew agreed to live on the farm and take care of it during his uncle's absence. When the man returned from his mother's home in 1999, he continued in possession until 2010 when the womanbrought an ejectment action. Assume that the statutory period for adverse possession in this state is 20 years. The court would most likely hold that"
Humanities/Social Sciences (Complex),global_facts,Which of the following was responsible for the most death in the 20th century?
Humanities/Social Sciences (Complex),high_school_world_history,"This question refers to the following information.
""From the confines of Jerusalem and the city of Constantinople a horrible tale has gone forth and very frequently has been brought to our ears, namely, that a race from the kingdom of the Persians, an accursed race, a race utterly alienated from God, a generation forsooth which has not directed its heart and has not entrusted its spirit to God, has invaded the lands of those Christians and has depopulated them by the sword, pillage and fire; it has led away a part of the captives into its own country, and a part it has destroyed by cruel tortures; it has either entirely destroyed the churches of God or appropriated them for the rites of its own religion….The kingdom of the Greeks is now dismembered by them and deprived of territory so vast in extent that it cannot be traversed in a march of two months. On whom therefore is the labor of avenging these wrongs and of recovering this territory incumbent, if not upon you? You, upon whom above other nations God has conferred remarkable glory in arms, great courage, bodily activity, and strength to humble the hairy scalp of those who resist you.
Let the deeds of your ancestors move you and incite your minds to manly achievements; the glory and greatness of king Charles the Great, and of his son Louis, and of your other kings, who have destroyed the kingdoms of the pagans, and extended in these lands the territory of the holy church. Let the holy sepulchre of the Lord our Savior, which is possessed by unclean nations, especially incite you, and the holy places which are now treated with ignominy and irreverently polluted with their filthiness. Oh, most valiant soldiers and descendants of invincible ancestors, be not degenerate, but recall the valor of your progenitors.
Jerusalem is the navel of the world; the land is fruitful above others, like another paradise of delights. This the Redeemer of the human race has made illustrious by His advent, has beautified by residence, has consecrated by suffering, has redeemed by death, has glorified by burial. This royal city, therefore, situated at the center of the world, is now held captive by His enemies, and is in subjection to those who do not know God, to the worship of the heathens. She seeks therefore and desires to be liberated and does not cease to implore you to come to her aid. From you especially she asks succor, because, as we have already said, God has conferred upon you above all nations great glory in arms. Accordingly undertake this journey for the remission of your sins, with the assurance of the imperishable glory of the kingdom of heaven.""
Pope Urban II, Speech at the Council of Clermont as recorded by Robert the Monk, 1095 C.E.
Which of the following events most directly inspired Urban's invocation of Constantinople in the first paragraph?"
Professional/Other (Complex),professional_law,"The defendant was walking down the street when he saw a woman struggling with a man over a briefcase. Unbeknownst to the defendant, the woman had just stolen the briefcase from the man on the street. Believing the woman to be the victim of an attack, the defendant intervened and punched the man until the woman was able to get away with the briefcase. Confused as to why he wasn't being hailed as a hero by the woman, the defendant eventually realized that he had been an unwitting accomplice to the woman's theft. The defendant apologized profusely to the man and went home. According to the alter ego rule, which of the following statements is correct with respect to the amount of force that the defendant was entitled to use in the woman's defense?"
Humanities/Social Sciences (Complex),philosophy,Nagel claims that most skeptical arguments:
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner."
STEM (Complex),high_school_chemistry,The Arrhenius equation may be used to determine
Humanities/Social Sciences (Complex),sociology,Marx said that the development of the labour movement through factory-based production would turn the working class into:
Professional/Other (Complex),professional_law,There is a thriving source of crawfish that live in a state. The state owns a fleet of boats that trawl for crawfish. The state is willing to sell the crawfish to in-staters for $1 per pound and to out-of-staters who come to the state for $5 per pound. The state felt that the increased fee for out-of-staters was a reasonable contribution toward the protection they received from the state. Assume that the federal court decided to hear the case. The statute is likely to be found
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 |  I helped him in English by writing his essay. Scenario 2 | I told the disabled man in the wheelchair to crawl up the stairs or remember how to walk if he really wanted to come inside."
Professional/Other (Complex),professional_law,"A defendant, a nurse at a nursing home, is charged with murdering a resident at the home by adding an allegedly lethal substance to the resident's food. At trial, to prove that the substance added to the resident's food could result in death, the prosecutor, without first calling any witnesses, offers to read into evidence several pages from a standard medical treatise that support the prosecution's claim that the substance the defendant added to the food is lethal. Is the evidence offered admissible?"
STEM (Complex),college_mathematics,"In the xy-plane, the curve with parametric equations x = cos t and y = sin t, 0 <= t <= pi, has length"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bought some computer parts and returned them after I had broken them. Scenario 2 | I set up a feast for the rich in front of the homeless."
STEM (Complex),high_school_biology,"When the first tiny prokaryotic cell took up residence inside a larger prokaryotic cell, it heralded the advent of the eukaryotic cell and led to an explosion of new life on Earth. Since then, most cells on Earth have internal organelles. Which of the following best summarizes an advantage of having internal membranes and organelles?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | After work, I decided to cook my baby to eat for dinner. Scenario 2 | I put the naughty child in the corner to give the child a time out."
STEM (Complex),high_school_computer_science,"Historically, it has been observed that computer processing speeds tend to double every two years. Which of the following best describes how technology companies can use this observation for planning purposes?"
STEM (Complex),high_school_biology,"The normal pH of the cytosol is about 7.2. Most enzymes in the lysosome, however, are only active at a pH of 5. This suggests that"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called into work because I didn't feel well. Scenario 2 | I'm young, so I went grocery shopping during senior hours."
Professional/Other (Complex),professional_law,"A father conveyed a parcel of real estate to his three daughters by a warranty deed. The deed recited that the title was conveyed to the three siblings ""as joint tenants with the right of survivorship, and not as tenants in common."" One of the sisters, during the lifetime of all three, conveyed an ""undivided one-third interest"" to a third party. The third party died, leaving a will that bequeathed her one-third interest to her son. Is the son's ownership interest enforceable in the face of the claim by the two non-selling sisters that they own 100% of the property pursuant to the law regarding joint tenancies?"
Humanities/Social Sciences (Complex),sociology,Ethnographic research produces qualitative data because:
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | At the airport, I alerted the TSA agent to a man who looked dark-skinned, but I was mistaken. Scenario 2 | I took my baby's feet away so she could no longer dance."
STEM (Complex),high_school_physics,"A toy car and a toy truck collide. If the toy truck’s mass is double the toy car’s mass, then, compared to the acceleration of the truck, the acceleration of the car during the collision will be"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wiped up water off the stage before the dancers performed. Scenario 2 | I gave my children food once a week."
Professional/Other (Complex),professional_law,"A husband and wife had been married for 10 years. The wife obtained a divorce from the husband after learnitg that he was engaging in an extramarital love affair with one of his co-workers. Following the divorce, the husband was arrested and charged with embezzling funds from his employer during a two- year period. In preparing for trial, the prosecuting attorney interviewed the wife, who stated that during their marriage, the husband admitted committing the embezzlement. This jurisdiction has adopted both the common-law marital and spousal privileges. At the husband's trial, the wife is called to testify regarding statements the husband made to her during the marriage regarding commission of the crime. Upon objection by the husband's attorney, the wife's testimony will be"
Humanities/Social Sciences (Complex),global_facts,"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?"
STEM (Complex),astronomy,The lithosphere of a planet is the layer that consists of
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As I watched cartoons, Mo rushed to the playground. Scenario 2 | His toilet was clogged and blocked with food that was not processed enough so I tried putting a plunger in his toilet to unclog it."
Humanities/Social Sciences (Complex),high_school_macroeconomics,Automatic or built-in stabilizers
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | At the dinner party, I served undercooked chicken. Scenario 2 | My dog sheds a lot so I bring him to the pound as a solution."
Professional/Other (Complex),professional_law,"George was charged with the murder of a well- known criminal. The victim was found shot to death in his car. The only witness to the shooting was the victim's pet parrot, which was found hovering over the victim's body repeating over and over, ""George don't. . . George don't. ""To prove the identity of the victim's killer, the prosecution has a witness testify that about the time of the murder, he was in the area and heard the victim's parrot calling George's name. The best objection to the testimony is that it is"
Humanities/Social Sciences (Complex),high_school_psychology,The perceived volume of a tone is mainly determined by its
Professional/Other (Complex),professional_law,"A newspaper published a story about a U. S. senator having close ties to people suspected of being involved in organized crime. The senator claimed that the allegations in the newspaper story were false, and he brought a defamation action against the newspaper. Which of the following is the most accurate statement with regard to the newspaper's liability?"
Humanities/Social Sciences (Complex),high_school_psychology,Which of the following best summarizes a view of classical behaviorism?
Humanities/Social Sciences (Complex),sociology,The alternative form of 'network organization' means that:
STEM (Complex),high_school_physics,"A soccer ball, at rest on the ground, is kicked with an initial velocity of 10 m/s at a launch angle of 30°. Calculate its total flight time, assuming that air resistance is negligible."
Humanities/Social Sciences (Complex),high_school_psychology,Dr. Scarlett conducted experiments in which she electrically stimulated parts of a cat's brain. A cat that became terrified in the presence of a mouse was most likely stimulated in the
Professional/Other (Complex),professional_law,"A contractor agreed with a city government to build it a bridge. The contractor was guilty of undue delay in getting the bridge construction finished. The contract had a liquidated damages clause that provided for a deduction from the contract price for each day of delay in completing the bridge. The formula for the deductions from the contract price was based on how much traffic flow was turned away. The city tried to deduct the damages from the contract price. The contractor, however, pointed out that the city had not yet connected a road to the bridge so that there was no traffic flow and hence no damage to the city. Will the court uphold the liquidated damages clause in favor of the city?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw a parked police car and left a thank-you note on the hood. Scenario 2 | I did not push the old woman to the ground as she walked by me."
STEM (Complex),high_school_biology,Which statement about the beak size of finches on the island of Daphne Major during prolonged drought is true?
Professional/Other (Complex),professional_law,"While riding her bicycle along the street, a woman was struck by a vehicle that she didn't see. Subsequently, the woman sued the driver of the vehicle to recover damages for her injuries. At trial, the woman calls a police officer to testify that a few minutes after the accident, a driver stopped him and said, ""Hey, officer, I just saw an accident involving a red truck that hit this girl who was riding a bicycle. The truck left the scene of the accident and I followed it to a warehouse. "" The police officer then testified that he immediately drove to the warehouse and saw the defendant sitting in a red truck that was parked in the lot. The driver is available to testify at trial. Upon objection by the defendant's attorney, the police officer's testimony regarding the driver's statement should be"
Humanities/Social Sciences (Complex),high_school_psychology,A behavior that is elicited automatically by an environmental stimulus is called a(n)
Professional/Other (Complex),professional_law,"A manufacturer of widgets sent a letter to an international widget retailer offering to sell ten truckloads of construction-quality widgets for $1,000 per truck. The retailer emailed a note back saying ""Please send 10 truckloads as promised."" No shipment was sent, but four months later when the market demand for widgets skyrocketed, the retailer sued the manufacturer for breach claiming that the retailer suffered damages by not having received the shipment of ten trucks as agreed. Does the retailer have a legal right to collect damages under these facts?"
Professional/Other (Complex),professional_medicine,"A 46-year-old man with Marfan syndrome, aortic insufficiency, and mitral regurgitation comes to the emergency department because he has had severe substernal chest pain for the past 3 hours. He describes the pain as tearing in quality and radiating to the neck. One week earlier he experienced similar but less severe chest pain and treated himself with aspirin. Which of the following is the most likely underlying cause for his worsening symptoms?"
Humanities/Social Sciences (Complex),sociology,Which of the following is not a 'research purpose'?
Humanities/Social Sciences (Complex),high_school_macroeconomics,Which of the following results from stagflation?
Professional/Other (Complex),professional_law,"A man owned real estate in fee simple. He transferred a life estate in it over to a friend for the friend's lifetime. When the fee simple owner died, the life estate owner conveyed his interest to his children. The deceased fee simple owner's son sued the children on the basis that the life estate was now broken and he owned the property absolutely. Do the children of the life estate owner have an enforceable interest in the property?"
STEM (Complex),astronomy,Why is the sky blue?
Professional/Other (Complex),professional_law,"Pursuant to a newly enacted statute, Congress created a nine-member agency empowered to promulgate rules governing air quality standards for the nation. In accordance with the statute, the President was authorized to appoint a majority of six members to the agency, and the other three positions were to be filled by the Senate. The nine members were duly appointed to the agency, and all appointees were subsequently approved in confirmation hearings. Thereafter, the agency issued the following regulations:(a) Requiring each motor vehicle operating in the United States to be equipped with a specified air/fuel control device;(b) Requiring each gas or oil furnace located in the United States to be fitted with a specified device to reduce emissions;(c) Requiring each State to establish and maintain a program under which each vehicle and each furnace shall be tested annually for compliance with federal emissions standards. Which of the following arguments would provide the strongest constitutional grounds against the authority of the statute?"
Humanities/Social Sciences (Complex),high_school_psychology,"To which perspective are the roles of knowledge, information processing, and their interactions most central?"
STEM (Complex),high_school_biology,"To ensure that hatchling sea turtles orient to the sea rather than inland, which of the following is the most environmentally sound practice around sea turtle nest sites?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | The bomb shelter was filling up, but I made sure my grand piano got a spot. Scenario 2 | I popped the ball that me and my friends were playing with."
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I held the neighbor's boy's head above water. Scenario 2 | I packed a knife in my backpack for the school trip."
Professional/Other (Complex),professional_law,"During a paternity trial, the mother's attorney asks to have the baby girl, now 36 months old, exhibited for the purpose of calling attention to certain facial resemblances between the child and the reputed father. The defendant's attorney objects to the offering of the baby into evidence for comparison. The trial judge should"
Professional/Other (Complex),professional_medicine,"A 5-year-old boy is brought to the physician because of a 2-day history of fever and painful swelling of the left ankle. He has had recurrent cervical lymphadenitis and pneumonia since infancy. Two years ago, a culture from an abscess in the cervical region grew Staphylococcus aureus. His temperature is 38°C (100.4°F). Examination shows a tender, erythematous, edematous left ankle; there is point tenderness over the medial malleolus. A bone scan shows increased uptake in the left lower tibial metaphysis. Culture of bone aspirate grows Serratia marcescens. Nitroblue tetrazolium test shows no color change. Which of the following is the most likely mechanism for these findings?"
Professional/Other (Complex),professional_law,"A manufacturer sued a buyer in federal court for failing to make timely payments under the parties' sales contract. The case was tried to the court solely on documentary evidence. Immediately after the close of the evidence, the judge announced from the bench, ""Judgment shall be entered for the manufacturer,"" and judgment was so entered. The buyer has appealed the judgment. What is the buyer's best argument for persuading the appellate court to reverse the judgment?"
Humanities/Social Sciences (Complex),high_school_psychology,The primary reason why we cannot taste sand or smell platinum is that
STEM (Complex),high_school_biology,"If two modern organisms are distantly related in an evolutionary sense, then one should expect that"
Humanities/Social Sciences (Complex),high_school_psychology,"Which of the following is the term used to describe a number of psychotic disorders that involve disturbances in nearly every dimension of human psychology including thought, perception, behavior, and communication?"
Professional/Other (Complex),professional_law,"A woman attended a private university. One afternoon she was approached by a photographer for a magazine, who asked her if she would be interested in posing nude for an upcoming issue. The woman, who was an aspiring model, agreed and posed for a number of nude pictures, which subsequently appeared in the magazine. Afterward, administrators and professors at the university began to harass her for what they considered to be imprudent behavior. During class, her instructors frequently called her ""Playmate"" and ""Stripper. "" Consequently, the woman brought suit in federal court against the university, alleging harassment, and seeking an injunction and damages. After this action was instituted, the university signed a stipulation agreeing not to harass her in the future. The federal court should now"
Humanities/Social Sciences (Complex),global_facts,"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | The excitement of the car crash made me cheer. Scenario 2 | My friend asked me to draw her doing something cool, so I drew her skydiving."
Humanities/Social Sciences (Complex),high_school_macroeconomics,If the short-run aggregate supply curve is horizontal it is because
Humanities/Social Sciences (Complex),high_school_psychology,"To treat Zoe's anorexia nervosa, her doctors put her on intravenous feeding tubes, tried to change her irrational belief that she was too fat, and discussed how her early family relationships may have contributed to her current problems. This approach would best be classified as"
STEM (Complex),astronomy,Approximately how long does it take Pluto to orbit the Sun once?
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told a lie when questioned under oath. Scenario 2 | I knowingly rented out a fantastic apartment building at better than market rates."
Professional/Other (Complex),professional_law,"A fifteen year-old boy was arrested for burglary. At a juvenile hearing, there was some circumstantial evidence presented but no direct evidence or eyewitness testimony. The juvenile court judge found the youth guilty and sentenced him to five years in a detention center. The juvenile's lawyer objected that the evidence did not prove guilt beyond a reasonable doubt, but the judge held that such proof was not required in a juvenile proceeding. Will the state's appellate court affirm the ruling of the juvenile court judge?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ironed the clothes while my children were playing outside. Scenario 2 | On Christmas night my son dressed up as a serial killer and walked around town with a fake kitchen knife."
STEM (Complex),high_school_physics,"A textbook weighs 30 N at sea level. Earth’s radius is 6,400 km. Which of the following is the best estimate of the textbook’s weight on a mountain peak located 6,000 m above sea level?"
Professional/Other (Complex),professional_law,"A city has granted a license to a private utility company to provide electrical service to the residents in the city. After approving the license to the utility company, the city council then passed a measure by which the utility company was required to insert in its monthly billing statements a letter from a private consumer group criticizing the high cost of electrical service. The cost of printing and mailing the monthly letter was paid entirely by the consumer group. Nonetheless, the utility company vehemently objected to having such a critical letter enclosed in their monthly billing statements. However, the city council warned the utility company that unless it complied with the directive, the city would revoke its license for electrical service. The utility company filed suit in federal court seeking a hearing prior to its license being revoked by the city council. Which of the following constitutional provisions would provide the utility company with the strongest grounds with which to challenge the city council measure?"
Professional/Other (Complex),professional_law,"A man and a woman were competing in an illegal drag race. Both of them were driving over the speed limit but were otherwise driving very carefully. However, when a tire on the woman's car suddenly blew out, she lost control of her car and crashed, injuring a pedestrian. The pedestrian later sued the man, because the woman had no insurance or assets. Will the pedestrian be likely to prevail in that action?"
Professional/Other (Complex),management,To what does emotional intelligence refer?
Professional/Other (Complex),management,What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?
STEM (Complex),high_school_biology,"Before the human genome was sequenced by the Human Genome Project, scientists expected that they would find about 100,000 genes. In fact, they discovered that humans have only about 24,000 genes. How can we exhibit so many different traits from so few genes?"
Humanities/Social Sciences (Complex),high_school_psychology,"Lizette and her family watch the sunset over the ocean. While walking home in the increasing darkness, Lizette notices that she can no longer distinguish the colors of objects. Which of the following best explains why Lizette cannot see color in dim light?"
Humanities/Social Sciences (Complex),sociology,Which of the following was not defined by Giddens (1998) as part of New Labour's 'third way':
Humanities/Social Sciences (Complex),high_school_macroeconomics,Output in country A is 1200 units and its population is 100 persons. Output in country B is 2400 units and its population is 400 persons.
Humanities/Social Sciences (Complex),high_school_world_history,"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understand—as though speaking in our name—what he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The two letters best support which of the following conclusions?"
Humanities/Social Sciences (Complex),sociology,The tripartite system used the 11+ exam to select pupils for:
Professional/Other (Complex),professional_law,"A man entered a half-opened window to a neighbor's trailer and waited in the dark bedroom inside. After a while, he got in bed and had sexual relations with the woman while she slept. At trial, he claimed that he believed that the woman had consented because he had dated her many times and had consensual sexual relations with her many times in the past. He hadn't seen her in about one week but assumed her consent. He denied specific intent to rape and claimed a desire to surprise her with a ""romantic"" variation of their usual activities. The woman admitted to prior consensual relations but denied consent on this occasion. Has he stated a viable defense to rape?"
STEM (Complex),high_school_chemistry,"An experiment was performed to determine the moles of carbon dioxide gas formed (collected over water) when an acid reacts with limestone. To do this, a piece of dry limestone was weighed. Then carbon dioxide was collected until the limestone disappeared. The atmospheric pressure was measured at 0.965 atm. The temperature was 295 K. The volume of CO2 was measured to the nearest mL and corrected for the vapor pressure of water. The student continuously got low results from what was expected. Can you suggest why?"
Professional/Other (Complex),professional_law,"A man and a woman were passengers on a plane. They were seated next to one another in the first- class section of the plane. Midway through the flight, the woman excused herself and went to the restroom. While she was gone, the man rummaged through the woman's purse and stole $100 in cash. Unknown to the man, a flight attendant saw him steal the money. As is customary in such situations, the flight attendant radioed ahead, and police officers arrested the man when the plane landed. The man was subsequently charged with violating an applicable federal larceny statute. During the trial, the prosecuting attorney called the man's wife as a willing witness against her husband. She proposed to testify that the man confided to her that he did steal the woman's money during the flight. The man's attorney objected on the grounds of hearsay and privilege. The wife's proposed testimony is"
Professional/Other (Complex),professional_medicine,"A healthy 2-year-old girl is brought to the office for a routine well-child visit. The child was weaned at 6 months of age and began to walk at 10 months of age. On physical examination, she has mild bowlegs (10-degree genu varum). Which of the following is the most appropriate management to recommend at this time?"
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I stayed over at my friends' house, I used their bathroom, brushed my teeth, and spat in their drinks. Scenario 2 | The landfill is full of my disgarded sexual toys."
STEM (Complex),high_school_physics,A rock is dropped off a cliff and strikes the ground with an impact velocity of 30 m/s. How high was the cliff?
Humanities/Social Sciences (Complex),global_facts,"As of 2017, what fraction of the population in India used the internet in the past three months?"
STEM (Complex),high_school_chemistry,"A solution of sulfurous acid, H2SO3, is present in an aqueous solution. Which of the following represents the concentrations of three different ions in solution?"
Humanities/Social Sciences (Complex),philosophy,"When it comes to defining good, Moore claims that many past philosophers are guilty of:"
Professional/Other (Complex),professional_medicine,A 64-year-old female presents to the office with the complaint of difficulty swallowing saliva for about 6 months. She has slurred speech. Examination of the tongue reveals wasting and fasciculation. Decreased deep tendon reflexes and fasciculation are noted in the left lower extremity. The deep tendon reflexes of the left upper extremity are hyperactive. The most likely diagnosis is
Professional/Other (Complex),professional_law,"A defendant is on trial for attempting to cash a forged check at a bank. A teller at the bank is called to testify. The teller testified that she was on duty when the defendant came to her station and handed her a check drawn on the account of another customer. She recognized the forgery because she knew the other customer's signature since he was one of her regulars. The teller further testified that after becoming suspicious, she placed the check down on the counter and turned to talk to her supervisor. As she did so, the defendant picked up the check and left the bank before she could say anything. The check that the defendant presented at the bank was not recovered by law enforcement authorities and was not offered as evidence. The teller's testimony regarding the forged signature on the check is"
Humanities/Social Sciences (Complex),philosophy,Kant claims that the natural purpose of reason is to:
Professional/Other (Complex),professional_law,"A state has recently released medical statistics showing that the number of new AIDS cases within the state has quadrupled from the preceding year. In 2008, the state reported that 2,250 people were diagnosed as being stricken with the AIDS virus. However, in 2009 the state confirmed that over 9,000 new persons contracted the deadly virus. In an effort to improve the health care of AIDS patients in the state, the Legislature has enacted a law providing public funds to assist privately owned hospitals. According to the law, every hospital in the state would receive $5,000 annually for each AIDS patient who was admitted to that hospital, and whose period of hospitalization exceeded one week. Although this bill was initially opposed by several churches and other organizations, the state's legislature re-drafted the bill in a compromise effort to appease the opposition. In its final re-draft, the bill provided that the $5,000 annual subsidy ""would not be paid to any hospital performing abortions. ""Which of the following is the strongest argument against the constitutionality of the state's statute?"
Humanities/Social Sciences (Complex),high_school_psychology,"After taking AP Psychology and doing well in the class and on the exam, Donald goes to college. If Donald is interested in psychology and has high achievement motivation, as a first-year student, he is most likely to"
Humanities/Social Sciences (Complex),sociology,The term 'over-urbanization' means that:
Professional/Other (Complex),professional_medicine,"A 22-year-old woman comes to the emergency department because of a 5-day history of sore throat and fever. During the past 3 days, she also has noticed a change in her voice and has had increased pain with swallowing. She has been taking acetaminophen since her symptoms began. Medical history is unremarkable and she takes no routine medications. Vital signs are temperature 40.0°C (104.0°F), pulse 130/min, respirations 18/min, and blood pressure 102/66 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Examination of the oropharynx shows erythema, edema, and anterior displacement of the right side of the soft palate. The uvula is deviated to the left. There is a white exudate on the right tonsil. Trismus is noted. Palpation of the neck discloses enlarged, tender, mobile anterior cervical lymph nodes. In addition to antibiotic therapy, which of the following is the most appropriate management?"
Humanities/Social Sciences (Complex),high_school_macroeconomics,The government can promote economic growth by
Humanities/Social Sciences (Complex),high_school_world_history,"This question refers to the following information.
""Thereupon it was declared by the above-mentioned representatives of the aforesaid King and Queen of Castile, Leon, Aragon, Sicily, Granada, etc., and of the aforesaid King of Portugal and the Algarves, etc.:
[I.] That, whereas a certain controversy exists between the said lords, their constituents, as to what lands, of all those discovered in the ocean sea up to the present day, the date of this treaty, pertain to each one of the said parts respectively; therefore, for the sake of peace and concord, and for the preservation of the relationship and love of the said King of Portugal for the said King and Queen of Castile, Aragon, etc., it being the pleasure of their Highnesses, they, their said representatives, acting in their name and by virtue of their powers herein described, covenanted and agreed that a boundary or straight line be determined and drawn north and south, from pole to pole, on the said ocean sea, from the Arctic to the Antarctic pole. This boundary or line shall be drawn straight, as aforesaid, at a distance of three hundred and seventy leagues west of the Cape Verde Islands, being calculated by degrees, or by any other manner as may be considered the best and readiest, provided the distance shall be no greater than abovesaid. And all lands, both islands and mainlands, found and discovered already, or to be found and discovered hereafter, by the said King of Portugal and by his vessels on this side of the said line and bound determined as above, toward the east, in either north or south latitude, on the eastern side of the said bound provided the said bound is not crossed, shall belong to, and remain in the possession of, and pertain forever to, the said King of Portugal and his successors. And all other lands, both islands and mainlands, found or to be found hereafter, discovered or to be discovered hereafter, which have been discovered or shall be discovered by the said King and Queen of Castile, Aragon, etc., and by their vessels, on the western side of the said bound, determined as above, after having passed the said bound toward the west, in either its north or south latitude, shall belong to, and remain in the possession of, and pertain forever to, the said King and Queen of Castile, Leon, etc., and to their successors.""
Treaty of Tordesillas, 1494
The treaty above provides evidence for which of the following historical developments?"
STEM (Complex),high_school_chemistry,Which of the following is a reduction half-reaction? (1) Cu2+ + e- → Cu+ (2) Cu+ + e- → Cu0 (3) Fe2+ → Fe3+ + e-
Professional/Other (Complex),moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I don't need to study for the test anymore because the answers are in my head where I can retrieve them. Scenario 2 | I asked my brother if I could drive"
Professional/Other (Complex),professional_law,"A married couple sued a real estate broker for misrepresentation and breach of contract in failing to live up to promises he made regarding the couple's purchase of a residence. They claimed receiving promises from the broker that if they bought the home immediately a $15,000 rebate would be given to them at closing by the sellers. At closing, the sellers claimed no knowledge and didn't pay. At trial against the broker, the couple subpoenaed one of the broker's agents who testified that he was in a meeting with the buyers and he heard the broker make the same promise. The broker objected that the testimony was hearsay. What will the court most likely decide regarding the admissibility of the testimony?"
Professional/Other (Complex),professional_law,"To preserve the appearance and accessibility of its capitol building, a state enacted a law prohibiting ""the display of any sign on any portion of the public sidewalk surrounding"" the building. A group of five demonstrators who wanted to protest inadequate state funding for children's services applied for a permit to march single file on the sidewalk surrounding the capitol building. Each demonstrator planned to carry a two-foot-square sign that would read, ""Our lawmakers do not care about our children."" The group's permit application was denied pursuant to the state law, and the group has filed an action challenging the law's constitutionality. Should the court uphold the law's constitutionality?"
